customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2598,0,1,1,0,42,1,0,1,2,0,0,0,0,0,0,1,1,74.15,3229.4,1
4841,0,0,1,0,48,1,0,1,0,2,2,0,2,2,1,1,2,97.05,4692.95,0
781,0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,84.15,4164.4,0
5519,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,3066.45,1
4848,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0
1531,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,20.4,0
2926,1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45,0
442,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,0
4422,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0
3716,1,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7,1
3274,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2,1
3100,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0
1600,0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3,1
6675,0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,1527.35,1
1879,1,0,1,1,46,1,0,0,2,0,2,2,0,0,1,0,3,56.9,2560.1,0
2353,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0,1
4351,1,0,0,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.4,1429.65,0
68,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,4145.9,0
3049,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,161.15,0
2391,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,371.6,0
5427,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0
1065,0,0,1,0,42,1,0,2,1,1,1,1,1,1,0,0,1,20.35,869.9,0
3553,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,0
5517,0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,3007.25,0
6670,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1
1657,1,0,1,1,44,1,0,0,0,2,2,2,0,0,0,1,3,61.9,2924.05,0
149,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,50.1,0
2429,1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,3265.95,0
649,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1
1611,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1191.4,0
5478,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1810.55,0
2099,1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,6125.4,1
5193,1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0
2301,1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,1183.05,0
3301,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.85,1872.2,0
3050,0,0,0,0,50,1,0,1,0,2,0,2,2,2,2,1,3,100.2,5038.45,0
1177,0,1,0,0,32,1,0,1,0,0,0,0,0,2,0,1,2,79.5,2665.0,0
4741,1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,1
5559,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,1
2506,1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,0
370,1,0,0,1,12,1,0,2,1,1,1,1,1,1,0,0,1,21.05,235.8,0
5437,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0
1264,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,402.85,0
1457,0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635.0,0
4780,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,0
1756,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,237.95,1
1496,1,1,1,1,58,1,2,1,2,2,0,2,0,0,1,1,0,89.85,5125.75,0
1131,0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,5348.65,0
4092,1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,5357.75,0
331,1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,477.6,0
4247,0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,0
125,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,0
2146,1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95,0
338,0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,88.3,2467.75,1
5163,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,250.8,0
619,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,113.0,7987.6,0
6477,0,0,1,1,41,1,2,0,2,2,2,2,0,2,0,0,1,79.9,3326.2,1
1780,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0
480,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,4613.95,0
4449,0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2,0
3924,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0,0
1129,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1
6936,1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1912.85,0
624,0,1,1,1,14,1,2,1,0,0,0,0,2,2,0,1,2,95.8,1346.3,0
1646,1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,3442.15,0
2403,0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,3,99.95,547.65,1
6687,1,0,0,0,59,0,1,0,0,0,0,2,2,2,0,1,2,51.7,3005.8,0
6993,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,8547.15,0
4972,1,0,1,1,70,1,0,1,0,2,2,2,2,2,1,1,2,106.15,7475.1,0
2505,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,55.0,1
3913,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,353.65,0
1915,1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.45,6028.95,0
4419,0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,85.0,1
5009,1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,2019.8,0
128,1,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,19.95,219.5,0
824,0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,4513.65,0
3634,0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,0
942,0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7,7344.45,0
1741,1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,469.65,0
5429,0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,1054.6,1
1038,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81.0,1
6819,1,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1036.75,1
410,1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,2,19.8,1013.2,0
3534,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0
6686,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,3,19.1,1268.85,0
1727,1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,1803.7,0
3701,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,48.75,0
6986,0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,78.35,3211.2,0
4855,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,4533.7,1
1182,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0
6966,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,78.45,1
5371,0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15,4224.7,0
2566,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,1
347,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1
3484,0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,330.6,0
3466,0,0,0,1,31,1,2,1,0,0,0,0,2,0,0,1,1,86.55,2697.4,1
907,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,0
5920,1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,0
5190,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5,0
4004,1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,5038.15,0
1719,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,1
6999,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,0,55.0,2473.95,0
2492,1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,5576.3,0
5026,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1263.9,0
3075,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,63.6,155.65,1
3740,1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,73.15,3088.25,0
567,0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,0
3791,1,1,1,0,54,1,2,1,0,0,2,0,2,2,0,1,1,99.05,5295.7,0
511,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,6224.8,0
3518,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,75.35,1
5671,1,1,0,0,54,1,0,0,0,0,2,2,0,2,1,0,0,65.25,3529.95,0
5471,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,0
2061,0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,1060.2,1
6024,0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,692.1,1
3884,1,0,1,1,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4820.15,1
2002,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,1041.8,0
5600,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4,1
3475,0,0,0,0,25,1,0,0,0,2,0,2,0,2,0,1,0,65.8,1679.65,0
4832,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0
780,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0
6901,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1,0
4242,0,0,1,1,23,1,2,0,2,2,2,2,2,2,2,1,1,91.1,2198.3,0
263,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,1,105.0,7589.8,0
598,0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,1
5531,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,20.15,130.5,0
2182,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0
2891,0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3836.3,0
5748,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,181.1,1
238,1,0,1,0,18,1,0,1,0,0,2,2,0,0,0,0,2,78.2,1468.75,0
2792,1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1355.1,0
3798,1,0,1,1,62,1,2,1,2,2,0,0,2,2,0,1,2,105.5,6487.2,0
6329,0,0,0,1,22,1,0,2,1,1,1,1,1,1,0,1,2,20.55,469.85,0
6402,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,926.0,0
1302,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55,0
4113,0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3541.4,0
3172,0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,474.8,1
3917,0,0,0,0,54,1,2,1,0,0,0,2,2,2,0,1,2,100.1,5440.9,1
5145,1,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,0,19.55,819.95,0
3030,1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,4546.0,0
5333,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45,0
1851,0,0,1,1,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1,2368.4,1
3526,1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,0
2865,0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3591.25,0
1921,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,0
2781,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,0
6132,0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1692.6,1
3524,0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,3096.9,0
4941,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,76.0,1
6545,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,83.75,0
5357,0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,110.15,7998.8,0
5644,0,1,0,0,40,1,0,1,2,2,0,0,0,0,0,1,1,79.2,3233.85,1
3541,1,1,0,0,43,1,2,1,0,0,0,0,2,0,0,1,2,84.85,3645.6,0
0,0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,593.3,0
6031,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,206.15,0
5441,1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,0
119,0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75,1
4067,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,7365.7,0
172,1,0,1,1,66,0,1,0,0,0,0,2,2,2,2,0,0,50.55,3364.55,0
4202,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9,0
3334,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1,1
4802,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,7634.8,0
1750,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,128.6,0
1181,0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,25.0,300.7,0
693,0,0,0,0,38,1,0,1,0,0,0,0,2,2,1,1,3,89.1,3342.0,0
6389,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,7752.3,1
2447,1,0,0,1,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1189.9,0
2562,0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,1457.25,1
1243,1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,109.95,7852.4,0
4533,0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2,1
1146,1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,0,0,19.8,849.9,0
3413,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0
6433,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,3,53.55,53.55,0
789,0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1
1681,0,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1937.4,0
1854,1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,758.6,1
1388,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,204.7,1
846,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.15,6637.9,0
4183,0,0,1,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.3,593.2,0
1683,0,1,0,0,54,1,2,0,0,2,0,2,2,0,1,0,3,72.1,3886.05,0
2209,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,347.4,1
2436,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1
5624,0,0,1,1,45,1,2,0,2,2,2,2,2,0,0,0,3,81.3,3541.1,0
4411,0,0,1,0,17,1,2,0,0,2,0,0,2,2,0,1,0,75.4,1322.55,0
6411,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,0
3706,1,0,1,1,72,1,2,1,0,0,2,0,0,2,2,1,1,90.8,6511.8,0
2357,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,0
4963,1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,3266.0,1
4765,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,302.6,0
4773,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,0
6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0
5918,1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2964.0,0
3952,1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65,2209.75,0
321,0,0,1,0,19,1,0,1,0,0,2,0,2,2,0,1,2,96.8,1743.05,0
4907,1,0,0,0,29,0,1,0,0,2,0,2,0,0,0,0,2,34.3,1004.75,0
3930,1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,1453.1,0
3812,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65,4664.5,0
1266,0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,4526.85,0
5706,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,0
2251,0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,93.7,5860.7,0
6833,0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,0
576,1,0,0,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.0,1250.1,0
647,1,0,0,0,52,0,1,0,0,2,0,0,0,0,1,0,3,30.1,1623.4,0
4638,0,1,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.7,2967.35,1
5223,0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,307.6,0
1023,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0
6965,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,2440.25,0
5078,0,0,1,1,40,1,0,0,2,2,0,2,0,2,0,1,3,71.35,2847.2,0
3221,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,1859.5,0
116,1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3,676.35,1
1514,0,0,1,1,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05,1
5754,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0
4772,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,0
6491,1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8,0
1158,1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,3169.55,0
3494,1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0
5150,0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25,0
183,1,0,1,1,52,0,1,0,0,2,2,2,2,0,2,0,3,50.2,2554.0,0
5077,0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,6976.75,0
6526,0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,1,113.65,8166.8,0
1460,0,0,0,0,28,1,2,0,0,0,0,2,0,0,0,1,1,54.9,1505.15,0
6996,0,0,0,0,12,0,1,0,2,0,2,2,0,2,2,0,3,49.85,552.1,0
3300,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,45.2,0
6153,0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,6518.35,0
6644,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,0
3672,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,95.1,1
4785,1,0,0,0,67,1,0,2,1,1,1,1,1,1,1,1,3,19.45,1195.95,0
5642,1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,99.45,3109.9,0
4395,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0
3785,1,0,1,1,31,1,2,2,1,1,1,1,1,1,2,0,3,25.75,755.6,0
3329,1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,5812.0,0
2525,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6,0
5048,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,83.7,6096.9,0
6580,1,0,1,0,24,1,2,0,2,0,0,2,0,0,1,1,2,58.35,1346.9,0
1968,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,0
4399,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1783.6,0
3183,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15,0
3186,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,1
4427,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05,0
5877,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45,47.5,1
6498,0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0
4637,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0
4517,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1
6514,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0
5076,0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0
4789,1,0,0,0,35,1,2,1,2,0,2,2,2,2,2,1,2,108.95,4025.5,0
5805,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,452.55,0
5039,0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,399.6,1
5670,1,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,0,85.65,659.45,0
5605,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1868.4,0
34,1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,825.4,0
2771,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,4563.0,0
4114,0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,3,51.3,419.35,0
3771,0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,62.8,418.3,0
3986,1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.95,68.2,0
6178,1,1,0,0,21,1,0,2,1,1,1,1,1,1,1,0,0,20.5,429.55,0
4794,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0
6406,1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,1406.0,0
4546,0,0,0,0,66,1,2,1,2,2,2,2,2,0,1,1,0,104.55,6779.05,0
1113,0,0,1,1,68,1,2,1,0,0,0,0,2,0,1,1,2,83.0,5685.8,1
1079,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,1132.75,1
1820,0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,1
3891,0,0,1,1,52,1,2,1,0,2,2,0,2,0,1,1,1,95.7,4976.15,0
4438,1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,202.3,0
2768,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,2049.05,0
2886,1,0,1,1,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55,2054.4,0
1724,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5,1
1103,1,1,0,0,45,1,2,1,0,0,0,0,2,2,0,1,0,93.9,4200.25,0
4264,1,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.15,802.35,0
5419,0,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,3,20.05,520.1,0
642,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,788.8,1
733,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,4421.95,0
2838,1,1,1,0,49,1,0,0,0,2,0,0,0,0,2,0,3,49.8,2398.4,0
6645,0,0,1,0,50,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1,0
6776,1,0,0,1,47,1,0,2,1,1,1,1,1,1,1,0,1,20.55,1013.05,0
6126,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,209.1,1
2807,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,111.4,0
1101,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0,524.35,0
5815,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,75.5,438.0,1
6429,1,0,0,0,59,1,2,0,0,0,2,0,0,0,2,0,1,54.15,3116.15,0
3860,0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,1130.85,0
2464,0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,0
6628,0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,19.95,756.4,0
6364,0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1,0
5250,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0
7022,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,0
6390,1,0,1,1,22,1,2,1,0,0,2,0,2,0,0,1,2,88.75,1885.15,0
4313,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,331.35,0
3096,0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,374.0,0
3587,0,0,1,1,17,1,0,0,2,0,0,2,0,0,0,1,1,55.35,920.5,0
4647,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,0
3861,1,1,1,0,41,1,0,1,0,2,0,0,2,2,0,1,2,94.55,3851.45,0
